Timestamp,Provider,Counter Name,Counter Type,Mean/Increment
29/05/2023 15:00:48,System.Runtime,IL Bytes Jitted (B),Metric,1382061
29/05/2023 15:00:48,System.Runtime,Number of Methods Jitted,Metric,18785
29/05/2023 15:00:48,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
29/05/2023 15:00:49,System.Runtime,CPU Usage (%),Metric,0
29/05/2023 15:00:49,System.Runtime,Working Set (MB),Metric,140.4928
29/05/2023 15:00:49,System.Runtime,GC Heap Size (MB),Metric,18.253744
29/05/2023 15:00:49,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
29/05/2023 15:00:49,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
29/05/2023 15:00:49,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
29/05/2023 15:00:49,System.Runtime,ThreadPool Thread Count,Metric,7
29/05/2023 15:00:49,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
29/05/2023 15:00:49,System.Runtime,ThreadPool Queue Length,Metric,0
29/05/2023 15:00:49,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,3
29/05/2023 15:00:49,System.Runtime,Allocation Rate (B / 1 sec),Rate,0
29/05/2023 15:00:49,System.Runtime,Number of Active Timers,Metric,6
29/05/2023 15:00:49,System.Runtime,GC Fragmentation (%),Metric,0
29/05/2023 15:00:49,System.Runtime,GC Committed Bytes (MB),Metric,0
29/05/2023 15:00:49,System.Runtime,Exception Count (Count / 1 sec),Rate,0
29/05/2023 15:00:49,System.Runtime,% Time in GC since last GC (%),Metric,0
29/05/2023 15:00:49,System.Runtime,Gen 0 Size (B),Metric,0
29/05/2023 15:00:49,System.Runtime,Gen 1 Size (B),Metric,0
29/05/2023 15:00:49,System.Runtime,Gen 2 Size (B),Metric,0
29/05/2023 15:00:49,System.Runtime,LOH Size (B),Metric,0
29/05/2023 15:00:49,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
29/05/2023 15:00:49,System.Runtime,Number of Assemblies Loaded,Metric,168
29/05/2023 15:00:49,System.Runtime,IL Bytes Jitted (B),Metric,1382061
29/05/2023 15:00:49,System.Runtime,Number of Methods Jitted,Metric,18785
29/05/2023 15:00:49,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
29/05/2023 15:00:50,System.Runtime,CPU Usage (%),Metric,0
29/05/2023 15:00:50,System.Runtime,Working Set (MB),Metric,140.500992
29/05/2023 15:00:50,System.Runtime,GC Heap Size (MB),Metric,18.261936
29/05/2023 15:00:50,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
29/05/2023 15:00:50,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
29/05/2023 15:00:50,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
29/05/2023 15:00:50,System.Runtime,ThreadPool Thread Count,Metric,7
29/05/2023 15:00:50,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
29/05/2023 15:00:50,System.Runtime,ThreadPool Queue Length,Metric,0
29/05/2023 15:00:50,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,3
29/05/2023 15:00:50,System.Runtime,Allocation Rate (B / 1 sec),Rate,8168
29/05/2023 15:00:50,System.Runtime,Number of Active Timers,Metric,6
29/05/2023 15:00:50,System.Runtime,GC Fragmentation (%),Metric,0
29/05/2023 15:00:50,System.Runtime,GC Committed Bytes (MB),Metric,0
29/05/2023 15:00:50,System.Runtime,Exception Count (Count / 1 sec),Rate,0
29/05/2023 15:00:50,System.Runtime,% Time in GC since last GC (%),Metric,0
29/05/2023 15:00:50,System.Runtime,Gen 0 Size (B),Metric,0
29/05/2023 15:00:50,System.Runtime,Gen 1 Size (B),Metric,0
29/05/2023 15:00:50,System.Runtime,Gen 2 Size (B),Metric,0
29/05/2023 15:00:50,System.Runtime,LOH Size (B),Metric,0
29/05/2023 15:00:50,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
29/05/2023 15:00:50,System.Runtime,Number of Assemblies Loaded,Metric,168
29/05/2023 15:00:50,System.Runtime,IL Bytes Jitted (B),Metric,1382061
29/05/2023 15:00:50,System.Runtime,Number of Methods Jitted,Metric,18785
29/05/2023 15:00:50,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
29/05/2023 15:00:51,System.Runtime,CPU Usage (%),Metric,0
29/05/2023 15:00:51,System.Runtime,Working Set (MB),Metric,140.509184
29/05/2023 15:00:51,System.Runtime,GC Heap Size (MB),Metric,18.270128
29/05/2023 15:00:51,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
29/05/2023 15:00:51,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
29/05/2023 15:00:51,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
29/05/2023 15:00:51,System.Runtime,ThreadPool Thread Count,Metric,7
29/05/2023 15:00:51,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
29/05/2023 15:00:51,System.Runtime,ThreadPool Queue Length,Metric,0
29/05/2023 15:00:51,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,3
29/05/2023 15:00:51,System.Runtime,Allocation Rate (B / 1 sec),Rate,8168
29/05/2023 15:00:51,System.Runtime,Number of Active Timers,Metric,6
29/05/2023 15:00:51,System.Runtime,GC Fragmentation (%),Metric,0
29/05/2023 15:00:51,System.Runtime,GC Committed Bytes (MB),Metric,0
29/05/2023 15:00:51,System.Runtime,Exception Count (Count / 1 sec),Rate,0
29/05/2023 15:00:51,System.Runtime,% Time in GC since last GC (%),Metric,0
29/05/2023 15:00:51,System.Runtime,Gen 0 Size (B),Metric,0
29/05/2023 15:00:51,System.Runtime,Gen 1 Size (B),Metric,0
29/05/2023 15:00:51,System.Runtime,Gen 2 Size (B),Metric,0
29/05/2023 15:00:51,System.Runtime,LOH Size (B),Metric,0
29/05/2023 15:00:51,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
29/05/2023 15:00:51,System.Runtime,Number of Assemblies Loaded,Metric,168
29/05/2023 15:00:51,System.Runtime,IL Bytes Jitted (B),Metric,1382061
29/05/2023 15:00:51,System.Runtime,Number of Methods Jitted,Metric,18785
29/05/2023 15:00:51,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
29/05/2023 15:00:52,System.Runtime,CPU Usage (%),Metric,0
29/05/2023 15:00:52,System.Runtime,Working Set (MB),Metric,140.562432
29/05/2023 15:00:52,System.Runtime,GC Heap Size (MB),Metric,18.278144
29/05/2023 15:00:52,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
29/05/2023 15:00:52,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
29/05/2023 15:00:52,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
29/05/2023 15:00:52,System.Runtime,ThreadPool Thread Count,Metric,7
29/05/2023 15:00:52,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
29/05/2023 15:00:52,System.Runtime,ThreadPool Queue Length,Metric,0
29/05/2023 15:00:52,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,6
29/05/2023 15:00:52,System.Runtime,Allocation Rate (B / 1 sec),Rate,8016
29/05/2023 15:00:52,System.Runtime,Number of Active Timers,Metric,6
29/05/2023 15:00:52,System.Runtime,GC Fragmentation (%),Metric,0
29/05/2023 15:00:52,System.Runtime,GC Committed Bytes (MB),Metric,0
